#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
DEU,Germany,57206,"Mortality rate, infant (per 1,000 live births)",3.901624,2005
DEU,Germany,57506,"Mortality rate, under-five (per 1,000 live births)",4.731245,2005
DEU,Germany,57806,"Mortality rate, female adult (per 1,000 people)",57.71,2005
DEU,Germany,57906,"Mortality rate, male adult (per 1,000 people)",111.806,2005
DEU,Germany,58006,"HIV prevalence, adult (% ages 15-49)",0.1,2005
DEU,Germany,61006,"Homicide rate (per 100,000 people)",1.064915235,2005
DEU,Germany,63106,Population ages 15–64 (millions),54.441305,2005
DEU,Germany,63206,"Gross enrolment ratio, primary (% of primary school-age population)",103.10638,2005
DEU,Germany,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",102.27959,2005
DEU,Germany,64306,"Infants lacking immunization, measles (% of one-year-olds)",4,2005
DEU,Germany,64406,"Infants lacking immunization, DTP (% of one-year-olds)",2,2005
DEU,Germany,65606,Gross fixed capital formation (% of GDP),19.07669852,2005
DEU,Germany,68606,Gender Inequality Index (GII),0.117,2005
DEU,Germany,69206,Life expectancy at birth (years),79.222,2005
DEU,Germany,69706,Expected years of schooling (years),16.503235,2005
DEU,Germany,89006,"Maternal mortality ratio (deaths per 100,000 live births)",6,2005
DEU,Germany,97306,Natural resource depletion (% of GNI),0.075236256,2005
DEU,Germany,100806,Forest area (% of total land area),32.64135795,2005
DEU,Germany,103006,Mean years of schooling (years),13.0256612,2005
DEU,Germany,103206,Life expectancy index,0.911107692,2005
DEU,Germany,103606,Income index,0.920263752,2005
DEU,Germany,103706,Education index,0.892611901,2005
DEU,Germany,110806,"Net migration rate (per 1,000 people)",2.023,2005
DEU,Germany,110906,"Unemployment, youth (% ages 15–24)",15.531,2005
DEU,Germany,111106,International inbound tourists (thousands),21500,2005
DEU,Germany,111306,Private capital flows (% of GDP),2.273469,2005
DEU,Germany,120606,"Life expectancy at birth, female (years)",81.959,2005
DEU,Germany,121106,"Life expectancy at birth, male (years)",76.338,2005
DEU,Germany,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),21.609,2005
DEU,Germany,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),28.282,2005
DEU,Germany,123306,"Expected years of schooling, female (years)",16.2726,2005
DEU,Germany,123406,"Expected years of schooling, male (years)",16.7252,2005
DEU,Germany,123506,"Estimated gross national income per capita, female (2017 PPP $)",32636.60183,2005
DEU,Germany,123606,"Estimated gross national income per capita, male (2017 PPP $)",56383.35066,2005
DEU,Germany,128306,"Prison population (per 100,000 people)",98.3,2005
DEU,Germany,132706,Population ages 65 and older (millions),15.39707,2005
DEU,Germany,132806,Population under age 5 (millions),3.597656,2005
DEU,Germany,133206,Exports and imports (% of GDP),70.918713,2005
DEU,Germany,136906,"Human Development Index (HDI), female",0.886108521,2005
DEU,Germany,137006,"Human Development Index (HDI), male",0.925836711,2005
DEU,Germany,137506,Human Development Index (HDI),0.908,2005
DEU,Germany,137906,Gender Development Index (GDI),0.95708942,2005
DEU,Germany,140606,"Unemployment, total (% of labour force)",11.167,2005
DEU,Germany,147906,Youth not in school or employment (% ages 15-24),11.28,2005
DEU,Germany,148206,Labour force participation rate (% ages 15 and older),58.454,2005
DEU,Germany,148306,Employment to population ratio (% ages 15 and older),51.927,2005
DEU,Germany,150606,Employment in agriculture (% of total employment),2.374,2005
DEU,Germany,150706,Employment in services (% of total employment),67.786,2005
DEU,Germany,164406,Adjusted net savings (% of GNI),10.321824,2005
DEU,Germany,169706,Total unemployment rate (female to male ratio),0.955586764,2005
DEU,Germany,169806,Youth unemployment rate (female to male ratio),0.834830191,2005
DEU,Germany,174306,Fossil fuel energy consumption (% of total energy consumption),81.85567627,2005
DEU,Germany,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",45.11601929,2005
DEU,Germany,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",66.2,2005
DEU,Germany,178306,Gross capital formation (% of GDP),19.485122,2005
DEU,Germany,179406,Skilled labour force (% of labour force),83.8637,2005
DEU,Germany,181206,Proportion of births attended by skilled health personnel (%),98.2,2005
DEU,Germany,181706,Rural population with access to electricity (%),100,2005
DEU,Germany,181806,Current health expenditure (% of GDP),10.227697,2005
DEU,Germany,182206,"Tuberculosis incidence (per 100,000 people)",8,2005
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2005
DEU,Germany,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",61.09999847,2005
DEU,Germany,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.26101,2005
DEU,Germany,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",3618.796981,2005
DEU,Germany,194906,GDP per capita (2017 PPP $),43880.4698,2005
DEU,Germany,195206,Population using safely managed sanitation services (%),96,2005
DEU,Germany,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",10.62023762,2005
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),44239.95378,2005
DEU,Germany,195906,"Domestic material consumption per capita, (tonnes)",13.92152,2005
DEU,Germany,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",147.5,2005
DEU,Germany,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",22.64,2005
DEU,Germany,43006,Vulnerable employment (% of total employment),6.898,2004
DEU,Germany,69206,Life expectancy at birth (years),78.993,2004
DEU,Germany,69706,Expected years of schooling (years),16.44484063,2004
DEU,Germany,103006,Mean years of schooling (years),13.10795671,2004
DEU,Germany,103206,Life expectancy index,0.907584615,2004
DEU,Germany,103606,Income index,0.918764642,2004
DEU,Germany,103706,Education index,0.893733019,2004
DEU,Germany,137506,Human Development Index (HDI),0.907,2004
DEU,Germany,179406,Skilled labour force (% of labour force),81.6863,2004
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2004
DEU,Germany,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",61.79999924,2004
DEU,Germany,195206,Population using safely managed sanitation services (%),96,2004
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),43803.07848,2004
DEU,Germany,43006,Vulnerable employment (% of total employment),6.367,2003
DEU,Germany,69206,Life expectancy at birth (years),78.752,2003
DEU,Germany,69706,Expected years of schooling (years),16.38644625,2003
DEU,Germany,103006,Mean years of schooling (years),12.4769575,2003
DEU,Germany,103206,Life expectancy index,0.903876923,2003
DEU,Germany,103606,Income index,0.914480204,2003
DEU,Germany,103706,Education index,0.871077646,2003
DEU,Germany,128306,"Prison population (per 100,000 people)",99,2003
DEU,Germany,137506,Human Development Index (HDI),0.896,2003
DEU,Germany,179406,Skilled labour force (% of labour force),81.1216,2003
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2003
DEU,Germany,195206,Population using safely managed sanitation services (%),96,2003
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),42578.13277,2003
DEU,Germany,43006,Vulnerable employment (% of total employment),6.127,2002
DEU,Germany,69206,Life expectancy at birth (years),78.502,2002
DEU,Germany,69706,Expected years of schooling (years),16.32805188,2002
DEU,Germany,103006,Mean years of schooling (years),12.06413125,2002
DEU,Germany,103206,Life expectancy index,0.900030769,2002
DEU,Germany,103606,Income index,0.91558458,2002
DEU,Germany,103706,Education index,0.855694705,2002
DEU,Germany,137506,Human Development Index (HDI),0.89,2002
DEU,Germany,179406,Skilled labour force (% of labour force),81.4128,2002
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2002
DEU,Germany,195206,Population using safely managed sanitation services (%),95,2002
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),42890.5641,2002
DEU,Germany,43006,Vulnerable employment (% of total employment),6.113,2001
DEU,Germany,69206,Life expectancy at birth (years),78.245,2001
DEU,Germany,69706,Expected years of schooling (years),16.2696575,2001
DEU,Germany,103006,Mean years of schooling (years),11.651305,2001
DEU,Germany,103206,Life expectancy index,0.896076923,2001
DEU,Germany,103606,Income index,0.916690267,2001
DEU,Germany,103706,Education index,0.840311764,2001
DEU,Germany,137506,Human Development Index (HDI),0.884,2001
DEU,Germany,179406,Skilled labour force (% of labour force),80.3449,2001
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2001
DEU,Germany,195206,Population using safely managed sanitation services (%),95,2001
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),43205.66338,2001
DEU,Germany,23806,Population with at least some secondary education (% ages 25 and older),73.4,2000
DEU,Germany,23906,"Population with at least some secondary education, female (% ages 25 and older)",70.26245287,2000
DEU,Germany,24006,"Population with at least some secondary education, male (% ages 25 and older)",81.900374,2000
DEU,Germany,24106,"Mean years of schooling, female (years)",9.67,2000
DEU,Germany,24206,"Mean years of schooling, male (years)",11.57,2000
DEU,Germany,31706,Share of seats in parliament (% held by women),30.35230352,2000
DEU,Germany,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",13.114,2000
DEU,Germany,43006,Vulnerable employment (% of total employment),5.844,2000
DEU,Germany,43606,"Internet users, total (% of population)",30.2163,2000
DEU,Germany,44206,Total population (millions),81.400883,2000
DEU,Germany,45106,Urban population (%),75,2000
DEU,Germany,46006,Mobile phone subscriptions (per 100 people),59.2156,2000
DEU,Germany,46106,Primary school dropout rate (% of primary school cohort),0.99859,2000
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",15.28331,2000
DEU,Germany,47906,Median age (years),40.071,2000
DEU,Germany,48706,"Labour force participation rate (% ages 15 and older), female",49.04,2000
DEU,Germany,48806,"Labour force participation rate (% ages 15 and older), male",67.744,2000
DEU,Germany,49006,Sex ratio at birth (male to female births),1.06,2000
DEU,Germany,52306,Research and development expenditure (% of GDP),2.4014,2000
DEU,Germany,52606,"Remittances, inflows (% of GDP)",0.18544689,2000
DEU,Germany,53506,"Foreign direct investment, net inflows (% of GDP)",12.763193,2000
DEU,Germany,57206,"Mortality rate, infant (per 1,000 live births)",4.381546,2000
DEU,Germany,57506,"Mortality rate, under-five (per 1,000 live births)",5.356519,2000
DEU,Germany,57806,"Mortality rate, female adult (per 1,000 people)",63.354,2000
DEU,Germany,57906,"Mortality rate, male adult (per 1,000 people)",125.456,2000
DEU,Germany,58006,"HIV prevalence, adult (% ages 15-49)",0.1,2000
DEU,Germany,61006,"Homicide rate (per 100,000 people)",1.246915221,2000
DEU,Germany,63106,Population ages 15–64 (millions),55.221719,2000
DEU,Germany,63206,"Gross enrolment ratio, primary (% of primary school-age population)",105.31711,2000
DEU,Germany,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",99.93066,2000
DEU,Germany,64306,"Infants lacking immunization, measles (% of one-year-olds)",8,2000
DEU,Germany,64406,"Infants lacking immunization, DTP (% of one-year-olds)",4,2000
DEU,Germany,65606,Gross fixed capital formation (% of GDP),23.11432893,2000
DEU,Germany,68606,Gender Inequality Index (GII),0.13,2000
DEU,Germany,69206,Life expectancy at birth (years),77.982,2000
DEU,Germany,69706,Expected years of schooling (years),16.21126313,2000
DEU,Germany,89006,"Maternal mortality ratio (deaths per 100,000 live births)",7,2000
DEU,Germany,97306,Natural resource depletion (% of GNI),0.049624021,2000
DEU,Germany,100806,Forest area (% of total land area),32.53761284,2000
DEU,Germany,103006,Mean years of schooling (years),11.23847875,2000
DEU,Germany,103206,Life expectancy index,0.892030769,2000
DEU,Germany,103606,Income index,0.914613063,2000
DEU,Germany,103706,Education index,0.824928823,2000
DEU,Germany,110806,"Net migration rate (per 1,000 people)",1.762,2000
DEU,Germany,110906,"Unemployment, youth (% ages 15–24)",8.544,2000
DEU,Germany,111106,International inbound tourists (thousands),18983,2000
DEU,Germany,111306,Private capital flows (% of GDP),0.0581425,2000
DEU,Germany,112506,"Suicide rate, male (per 100,000 people, age-standardized)",18,2000
DEU,Germany,112606,"Suicide rate, female (per 100,000 people, age-standardized)",5.4,2000
DEU,Germany,120606,"Life expectancy at birth, female (years)",80.93,2000
DEU,Germany,121106,"Life expectancy at birth, male (years)",74.811,2000
DEU,Germany,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),23.103,2000
DEU,Germany,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),24.305,2000
DEU,Germany,123306,"Expected years of schooling, female (years)",15.9589,2000
DEU,Germany,123406,"Expected years of schooling, male (years)",16.4522,2000
DEU,Germany,123506,"Estimated gross national income per capita, female (2017 PPP $)",30587.18704,2000
DEU,Germany,123606,"Estimated gross national income per capita, male (2017 PPP $)",55287.25673,2000
DEU,Germany,132706,Population ages 65 and older (millions),13.421567,2000
DEU,Germany,132806,Population under age 5 (millions),3.91589,2000
DEU,Germany,133206,Exports and imports (% of GDP),61.526061,2000
DEU,Germany,136906,"Human Development Index (HDI), female",0.841084256,2000
DEU,Germany,137006,"Human Development Index (HDI), male",0.891594842,2000
DEU,Germany,137506,Human Development Index (HDI),0.876,2000
DEU,Germany,137906,Gender Development Index (GDI),0.943348051,2000
DEU,Germany,140606,"Unemployment, total (% of labour force)",7.917,2000
DEU,Germany,148206,Labour force participation rate (% ages 15 and older),58.06,2000
DEU,Germany,148306,Employment to population ratio (% ages 15 and older),53.463,2000
DEU,Germany,150606,Employment in agriculture (% of total employment),2.637,2000
DEU,Germany,150706,Employment in services (% of total employment),63.832,2000
DEU,Germany,164406,Adjusted net savings (% of GNI),9.1328872,2000
DEU,Germany,169706,Total unemployment rate (female to male ratio),1.082711687,2000
DEU,Germany,169806,Youth unemployment rate (female to male ratio),0.785261824,2000
DEU,Germany,174306,Fossil fuel energy consumption (% of total energy consumption),83.62197514,2000
DEU,Germany,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",43.79565623,2000
DEU,Germany,175906,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, female (%)",11.5892,2000
DEU,Germany,178306,Gross capital formation (% of GDP),24.486864,2000
DEU,Germany,179406,Skilled labour force (% of labour force),78.9901,2000
DEU,Germany,180706,"Share of graduates in science, technology, engineering and mathematics programmes at tertiary level, male (%)",42.45589,2000
DEU,Germany,181206,Proportion of births attended by skilled health personnel (%),98.6,2000
DEU,Germany,181706,Rural population with access to electricity (%),100,2000
DEU,Germany,181806,Current health expenditure (% of GDP),9.837324,2000
DEU,Germany,182206,"Tuberculosis incidence (per 100,000 people)",13,2000
DEU,Germany,182806,Population using safely managed drinking-water services (%),100,2000
DEU,Germany,183506,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are female (%)",21.67118,2000
DEU,Germany,183706,"Share of graduates from science, technology, engineering and mathematics programmes in tertiary education who are male (%)",78.32882,2000
DEU,Germany,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",370.3,2000
DEU,Germany,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",610.6,2000
DEU,Germany,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.27727,2000
DEU,Germany,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",3523.42237,2000
DEU,Germany,194906,GDP per capita (2017 PPP $),42858.01898,2000
DEU,Germany,195206,Population using safely managed sanitation services (%),95,2000
DEU,Germany,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",11.06101406,2000
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),42615.59815,2000
DEU,Germany,195906,"Domestic material consumption per capita, (tonnes)",16.03511,2000
DEU,Germany,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",153.7,2000
DEU,Germany,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",29.23,2000
DEU,Germany,43006,Vulnerable employment (% of total employment),5.686,1999
DEU,Germany,69206,Life expectancy at birth (years),77.714,1999
DEU,Germany,69706,Expected years of schooling (years),16.15286875,1999
DEU,Germany,103006,Mean years of schooling (years),10.8256525,1999
DEU,Germany,103206,Life expectancy index,0.887907692,1999
DEU,Germany,103606,Income index,0.910298,1999
DEU,Germany,103706,Education index,0.809545882,1999
DEU,Germany,137506,Human Development Index (HDI),0.868,1999
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),41415.46281,1999
DEU,Germany,43006,Vulnerable employment (% of total employment),5.886,1998
DEU,Germany,69206,Life expectancy at birth (years),77.441,1998
DEU,Germany,69706,Expected years of schooling (years),16.09447438,1998
DEU,Germany,103006,Mean years of schooling (years),10.41282625,1998
DEU,Germany,103206,Life expectancy index,0.883707692,1998
DEU,Germany,103606,Income index,0.907749025,1998
DEU,Germany,103706,Education index,0.794162941,1998
DEU,Germany,137506,Human Development Index (HDI),0.86,1998
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),40722.46502,1998
DEU,Germany,31706,Share of seats in parliament (% held by women),25.50607287,1997
DEU,Germany,43006,Vulnerable employment (% of total employment),5.833,1997
DEU,Germany,69206,Life expectancy at birth (years),77.166,1997
DEU,Germany,69706,Expected years of schooling (years),15.89473,1997
DEU,Germany,103006,Mean years of schooling (years),10,1997
DEU,Germany,103206,Life expectancy index,0.879476923,1997
DEU,Germany,103606,Income index,0.905335373,1997
DEU,Germany,103706,Education index,0.774853611,1997
DEU,Germany,137506,Human Development Index (HDI),0.851,1997
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),40076.94981,1997
DEU,Germany,43006,Vulnerable employment (% of total employment),5.588,1996
DEU,Germany,52306,Research and development expenditure (% of GDP),2.13911,1996
DEU,Germany,69206,Life expectancy at birth (years),76.891,1996
DEU,Germany,69706,Expected years of schooling (years),15.81072,1996
DEU,Germany,103006,Mean years of schooling (years),9.83,1996
DEU,Germany,103206,Life expectancy index,0.875246154,1996
DEU,Germany,103606,Income index,0.903196774,1996
DEU,Germany,103706,Education index,0.766853333,1996
DEU,Germany,137506,Human Development Index (HDI),0.846,1996
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),39513.55089,1996
DEU,Germany,23806,Population with at least some secondary education (% ages 25 and older),62.8,1995
DEU,Germany,23906,"Population with at least some secondary education, female (% ages 25 and older)",60.56593602,1995
DEU,Germany,24006,"Population with at least some secondary education, male (% ages 25 and older)",68.086729,1995
DEU,Germany,24106,"Mean years of schooling, female (years)",9,1995
DEU,Germany,24206,"Mean years of schooling, male (years)",10.49,1995
DEU,Germany,31706,Share of seats in parliament (% held by women),25.50607287,1995
DEU,Germany,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",15.908,1995
DEU,Germany,43006,Vulnerable employment (% of total employment),5.597,1995
DEU,Germany,44206,Total population (millions),81.138653,1995
DEU,Germany,45106,Urban population (%),73.9,1995
DEU,Germany,46106,Primary school dropout rate (% of primary school cohort),0.80503,1995
DEU,Germany,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",17.45831,1995
DEU,Germany,47906,Median age (years),38.432,1995
DEU,Germany,48706,"Labour force participation rate (% ages 15 and older), female",47.837,1995
DEU,Germany,48806,"Labour force participation rate (% ages 15 and older), male",69.426,1995
DEU,Germany,49006,Sex ratio at birth (male to female births),1.06,1995
DEU,Germany,52606,"Remittances, inflows (% of GDP)",0.17429823,1995
DEU,Germany,53506,"Foreign direct investment, net inflows (% of GDP)",0.46567953,1995
DEU,Germany,57206,"Mortality rate, infant (per 1,000 live births)",5.267994,1995
DEU,Germany,57506,"Mortality rate, under-five (per 1,000 live births)",6.46195,1995
DEU,Germany,57806,"Mortality rate, female adult (per 1,000 people)",70.337,1995
DEU,Germany,57906,"Mortality rate, male adult (per 1,000 people)",144.281,1995
DEU,Germany,58006,"HIV prevalence, adult (% ages 15-49)",0.1,1995
DEU,Germany,61006,"Homicide rate (per 100,000 people)",1.688467764,1995
DEU,Germany,63106,Population ages 15–64 (millions),55.390066,1995
DEU,Germany,63206,"Gross enrolment ratio, primary (% of primary school-age population)",101.37612,1995
DEU,Germany,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",104.96017,1995
DEU,Germany,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",45.32742,1995
DEU,Germany,64306,"Infants lacking immunization, measles (% of one-year-olds)",8,1995
DEU,Germany,64406,"Infants lacking immunization, DTP (% of one-year-olds)",8,1995
DEU,Germany,65606,Gross fixed capital formation (% of GDP),23.5390397,1995
DEU,Germany,68606,Gender Inequality Index (GII),0.156,1995
DEU,Germany,69206,Life expectancy at birth (years),76.623,1995
DEU,Germany,69706,Expected years of schooling (years),15.72423,1995
DEU,Germany,89006,"Maternal mortality ratio (deaths per 100,000 live births)",8,1995
DEU,Germany,97306,Natural resource depletion (% of GNI),0.030459334,1995
DEU,Germany,100806,Forest area (% of total land area),32.44629046,1995
DEU,Germany,103006,Mean years of schooling (years),9.66,1995
DEU,Germany,103206,Life expectancy index,0.871123077,1995
DEU,Germany,103606,Income index,0.902169039,1995
DEU,Germany,103706,Education index,0.758784167,1995
DEU,Germany,110806,"Net migration rate (per 1,000 people)",6.563,1995
DEU,Germany,110906,"Unemployment, youth (% ages 15–24)",8.466,1995
DEU,Germany,111106,International inbound tourists (thousands),14847,1995
DEU,Germany,111306,Private capital flows (% of GDP),-0.3091154,1995
DEU,Germany,120606,"Life expectancy at birth, female (years)",79.738,1995
DEU,Germany,121106,"Life expectancy at birth, male (years)",73.234,1995
DEU,Germany,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),23.817,1995
DEU,Germany,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),22.669,1995
DEU,Germany,123306,"Expected years of schooling, female (years)",15.3502,1995
DEU,Germany,123406,"Expected years of schooling, male (years)",16.0958,1995
DEU,Germany,123506,"Estimated gross national income per capita, female (2017 PPP $)",27372.73359,1995
DEU,Germany,123606,"Estimated gross national income per capita, male (2017 PPP $)",51858.96449,1995
DEU,Germany,132706,Population ages 65 and older (millions),12.556345,1995
DEU,Germany,132806,Population under age 5 (millions),4.073552,1995
DEU,Germany,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",83.2129,1995
DEU,Germany,133206,Exports and imports (% of GDP),43.581634,1995
DEU,Germany,136906,"Human Development Index (HDI), female",0.815460464,1995
DEU,Germany,137006,"Human Development Index (HDI), male",0.86406258,1995
DEU,Germany,137506,Human Development Index (HDI),0.842,1995
DEU,Germany,137906,Gender Development Index (GDI),0.943751626,1995
DEU,Germany,140606,"Unemployment, total (% of labour force)",8.158,1995
DEU,Germany,148206,Labour force participation rate (% ages 15 and older),58.191,1995
DEU,Germany,148306,Employment to population ratio (% ages 15 and older),53.443,1995
DEU,Germany,149206,Government expenditure on education (% of GDP),4.42079,1995
DEU,Germany,150606,Employment in agriculture (% of total employment),3.17,1995
DEU,Germany,150706,Employment in services (% of total employment),60.826,1995
DEU,Germany,164406,Adjusted net savings (% of GNI),10.397031,1995
DEU,Germany,169706,Total unemployment rate (female to male ratio),1.365221088,1995
DEU,Germany,169806,Youth unemployment rate (female to male ratio),0.940500804,1995
DEU,Germany,174306,Fossil fuel energy consumption (% of total energy consumption),85.81095471,1995
DEU,Germany,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",42.15431283,1995
DEU,Germany,177706,Survival rate to the last grade of lower secondary general education (%),75.28176,1995
DEU,Germany,178306,Gross capital formation (% of GDP),24.326748,1995
DEU,Germany,181706,Rural population with access to electricity (%),100,1995
DEU,Germany,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",3210.10843,1995
DEU,Germany,194906,GDP per capita (2017 PPP $),39301.97147,1995
DEU,Germany,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",11.57947163,1995
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),39245.62566,1995
DEU,Germany,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",146.75,1995
DEU,Germany,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",33.33,1995
DEU,Germany,43006,Vulnerable employment (% of total employment),5.368,1994
DEU,Germany,69206,Life expectancy at birth (years),76.368,1994
DEU,Germany,69706,Expected years of schooling (years),15.61386,1994
DEU,Germany,103006,Mean years of schooling (years),9.482,1994
DEU,Germany,103206,Life expectancy index,0.8672,1994
DEU,Germany,103606,Income index,0.900658426,1994
DEU,Germany,103706,Education index,0.749785,1994
DEU,Germany,137506,Human Development Index (HDI),0.837,1994
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),38855.11075,1994
DEU,Germany,43006,Vulnerable employment (% of total employment),5.377,1993
DEU,Germany,69206,Life expectancy at birth (years),76.128,1993
DEU,Germany,69706,Expected years of schooling (years),15.47065,1993
DEU,Germany,103006,Mean years of schooling (years),9.304,1993
DEU,Germany,103206,Life expectancy index,0.863507692,1993
DEU,Germany,103606,Income index,0.898607896,1993
DEU,Germany,103706,Education index,0.739873611,1993
DEU,Germany,137506,Human Development Index (HDI),0.831,1993
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),38331.22971,1993
DEU,Germany,43006,Vulnerable employment (% of total employment),5.267,1992
DEU,Germany,69206,Life expectancy at birth (years),75.904,1992
DEU,Germany,69706,Expected years of schooling (years),14.78132,1992
DEU,Germany,103006,Mean years of schooling (years),9.126,1992
DEU,Germany,103206,Life expectancy index,0.860061538,1992
DEU,Germany,103606,Income index,0.901345056,1992
DEU,Germany,103706,Education index,0.714792222,1992
DEU,Germany,137506,Human Development Index (HDI),0.821,1992
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),39032.13044,1992
DEU,Germany,43006,Vulnerable employment (% of total employment),5.167,1991
DEU,Germany,69206,Life expectancy at birth (years),75.692,1991
DEU,Germany,69706,Expected years of schooling (years),14.65761,1991
DEU,Germany,103006,Mean years of schooling (years),8.948,1991
DEU,Germany,103206,Life expectancy index,0.8568,1991
DEU,Germany,103606,Income index,0.899835806,1991
DEU,Germany,103706,Education index,0.7054225,1991
DEU,Germany,110906,"Unemployment, youth (% ages 15–24)",5.512,1991
DEU,Germany,137506,Human Development Index (HDI),0.816,1991
DEU,Germany,140606,"Unemployment, total (% of labour force)",5.317,1991
DEU,Germany,148306,Employment to population ratio (% ages 15 and older),56.461,1991
DEU,Germany,150606,Employment in agriculture (% of total employment),3.496,1991
DEU,Germany,150706,Employment in services (% of total employment),58.932,1991
DEU,Germany,169706,Total unemployment rate (female to male ratio),1.474847733,1991
DEU,Germany,169806,Youth unemployment rate (female to male ratio),1.127090944,1991
DEU,Germany,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",41.51866059,1991
DEU,Germany,195706,Gross national income (GNI) per capita (constant 2017 PPP$),38644.08852,1991
DEU,Germany,23806,Population with at least some secondary education (% ages 25 and older),48.9,1990
DEU,Germany,23906,"Population with at least some secondary education, female (% ages 25 and older)",47.69407629,1990
DEU,Germany,24006,"Population with at least some secondary education, male (% ages 25 and older)",53.74,1990
DEU,Germany,24106,"Mean years of schooling, female (years)",8.26,1990
DEU,Germany,24206,"Mean years of schooling, male (years)",9.49,1990
DEU,Germany,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",16.963,1990
DEU,Germany,44206,Total population (millions),79.053984,1990
DEU,Germany,45106,Urban population (%),73.1,1990
DEU,Germany,47906,Median age (years),37.628,1990
DEU,Germany,48706,"Labour force participation rate (% ages 15 and older), female",45.213,1990
DEU,Germany,48806,"Labour force participation rate (% ages 15 and older), male",72.558,1990
DEU,Germany,49006,Sex ratio at birth (male to female births),1.06,1990
DEU,Germany,52606,"Remittances, inflows (% of GDP)",0.27522387,1990
DEU,Germany,53506,"Foreign direct investment, net inflows (% of GDP)",0.14431023,1990
DEU,Germany,57206,"Mortality rate, infant (per 1,000 live births)",6.979874,1990
DEU,Germany,57506,"Mortality rate, under-five (per 1,000 live births)",8.525689,1990
